lat,lng,url
"29.5332868126016","-82.3086243298733","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.5332868126016,-82.3086243298733.jpg"
"29.6001677847958","-82.4205146614599","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6001677847958,-82.4205146614599.jpg"
"29.6002821359063","-82.4183953183052","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6002821359063,-82.4183953183052.jpg"
"29.6004540916715","-82.4186258851974","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6004540916715,-82.4186258851974.jpg"
"29.6006403109039","-82.4214812420011","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6006403109039,-82.4214812420011.jpg"
"29.601706638365","-82.4156764941987","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.601706638365,-82.4156764941987.jpg"
"29.6021072945228","-82.4154758399986","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6021072945228,-82.4154758399986.jpg"
"29.6030822046904","-82.4130691196518","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6030822046904,-82.4130691196518.png"
"29.6034367539834","-82.4129536515248","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6034367539834,-82.4129536515248.jpg"
"29.6036877839325","-82.4225748271951","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6036877839325,-82.4225748271951.jpg"
"29.6043193854236","-82.4227469148983","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6043193854236,-82.4227469148983.jpg"
"29.6048034456733","-82.342193305452","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6048034456733,-82.342193305452.jpg"
"29.60508743776","-82.4092459567618","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.60508743776,-82.4092459567618.jpg"
"29.6055272679816","-82.4089654595218","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6055272679816,-82.4089654595218.png"
"29.605936281853","-82.3710545090859","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.605936281853,-82.3710545090859.jpg"
"29.6061826954868","-82.3677509357105","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6061826954868,-82.3677509357105.jpg"
"29.6062197829091","-82.4227296608119","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6062197829091,-82.4227296608119.jpg"
"29.6063846154946","-82.3726140082512","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6063846154946,-82.3726140082512.jpg"
"29.6070177827316","-82.4056128315225","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6070177827316,-82.4056128315225.jpg"
"29.607025783015","-82.4225403270455","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.607025783015,-82.4225403270455.jpg"
"29.60716487","-82.4381515","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.60716487,-82.4381515.png"
"29.60719585","-82.43879881","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.60719585,-82.43879881.png"
"29.6073078062745","-82.4055609270594","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6073078062745,-82.4055609270594.jpg"
"29.6075557257658","-82.3421446651471","https://raw.githubusercontent.com/jacobyan0/Just-and-Green-Transportatiion-Lab/main/best_images/29.6075557257658,-82.3421446651471.jpg"
