09:00,3.75
09:01,2.56
09:02,4.88
09:03,8.14
09:04,7.79
09:05,4.82
09:06,1.76
09:07,1.31
09:08,1.70
09:09,1.69
09:10,1.29
09:11,4.80
09:12,6.99
09:13,7.93
09:14,7.46
09:15,6.30
09:16,5.91
09:17,7.66
09:18,8.97
09:19,2.86
09:20,0
09:21,0
09:22,0
09:23,0
09:24,0
09:25,0
09:26,0
09:27,0
09:28,0
09:29,0
09:30,0
09:31,0
09:32,0
09:33,0
09:34,0
09:35,0
09:36,0
09:37,0
09:38,0
09:39,0
09:40,0
09:41,0
09:42,0
09:43,0
09:44,0
09:45,0
09:46,0
09:47,0
09:48,0
09:49,0
09:50,0
09:51,0
09:52,0
09:53,0
09:54,0
09:55,0
09:56,0
09:57,0.00
09:58,6.34
09:59,5.96
10:00,2.98
10:01,1.75
10:02,1.75
10:03,2.28
10:04,6.06
10:05,14.71
10:06,15.49
10:07,11.72
10:08,8.86
10:09,7.50
10:10,5.24
10:11,3.50
10:12,3.66
10:13,3.43
10:14,1.76
10:15,4.08
10:16,3.08
10:17,4.44
10:18,2.94
10:19,4.86
10:20,2.67
10:21,1.81
10:22,3.89
10:23,3.67
10:24,3.30
10:25,4.58
10:26,5.41
10:27,6.39
10:28,5.26
10:29,4.23
10:30,2.99
10:31,3.73
10:32,2.96
10:33,2.23
10:34,3.98
10:35,3.41
10:36,1.78
10:37,0.23
10:38,0.00
10:39,0.00
10:40,0.00
10:41,0.00
10:42,0.00
10:43,0.00
10:44,1.10
10:45,3.14
10:46,4.16
10:47,5.72
10:48,5.53
10:49,6.41
10:50,5.47
10:51,3.55
10:52,1.41
10:53,2.70
10:54,3.30
10:55,5.85
10:56,5.88
10:57,8.68
10:58,7.74
10:59,6.23
11:00,4.83
11:01,2.81
11:02,4.27
11:03,2.08
11:04,2.12
11:05,4.24
11:06,6.36
11:07,6.09
11:08,8.87
11:09,7.14
11:10,6.90
11:11,7.22
11:12,3.55
11:13,3.37
11:14,1.81
11:15,1.64
11:16,0.85
11:17,3.70
11:18,4.42
11:19,4.12
11:20,3.52
11:21,8.15
11:22,8.68
11:23,8.97
11:24,8.76
11:25,5.15
11:26,7.48
11:27,8.58
11:28,6.58
11:29,8.77
11:30,5.26
11:31,3.83
11:32,4.27
11:33,1.85
11:34,2.62
11:35,3.46
11:36,1.72
11:37,2.24
11:38,0.00
11:39,1.85
11:40,0.86
11:41,1.75
11:42,0.00
11:43,0.00
11:44,0.00
11:45,1.75
11:46,3.51
11:47,3.51
11:48,3.51
11:49,0.00
11:50,3.17
11:51,0.93
11:52,0.00
11:53,0.00
11:54,1.72
11:55,3.64
11:56,7.27
11:57,5.36
11:58,5.36
11:59,5.26
12:00,5.17
12:01,3.51
12:02,6.90
12:03,5.17
12:04,3.45
12:05,6.90
12:06,10.81
12:07,7.58
12:08,7.08
12:09,5.17
12:10,6.90
12:11,7.14
12:12,5.63
12:13,6.14
12:14,4.78
12:15,4.20
12:16,3.40
12:17,3.62
12:18,5.04
12:19,1.72
12:20,1.71
12:21,1.77
12:22,2.11
12:23,5.13
12:24,5.66
12:25,0
12:26,0
12:27,0
12:28,0
12:29,0
12:30,0
12:31,0
12:32,0
12:33,0
12:34,0
12:35,0
12:36,0
12:37,0
12:38,0
12:39,0
12:40,0
12:41,0
12:42,0
12:43,0
12:44,0
12:45,0.00
12:46,0.00
12:47,2.06
12:48,3.29
12:49,2.88
12:50,2.49
12:51,2.99
12:52,5.02
12:53,4.47
12:54,6.81
12:55,1.61
12:56,0.00
12:57,0.43
12:58,2.88
12:59,2.46
13:00,2.63
13:01,1.48
13:02,0.35
13:03,0.00
13:04,0.72
13:05,0.84
13:06,0.83
13:07,0.85
13:08,2.03
13:09,1.33
13:10,2.26
13:11,4.52
13:12,3.35
13:13,3.40
13:14,3.83
13:15,3.44
13:16,2.82
13:17,4.03
13:18,4.32
13:19,1.97
13:20,2.09
13:21,2.32
13:22,3.32
13:23,4.41
13:24,3.93
13:25,3.56
13:26,3.57
13:27,2.93
13:28,2.44
13:29,2.05
13:30,3.41
13:31,2.42
13:32,1.35
13:33,1.09
13:34,3.04
13:35,3.41
13:36,3.99
13:37,2.76
13:38,3.15
13:39,1.74
13:40,1.73
13:41,3.00
13:42,3.94
13:43,5.33
13:44,6.74
13:45,7.47
13:46,6.17
13:47,4.32
13:48,3.29
13:49,1.06
13:50,0.90
13:51,1.54
13:52,2.77
13:53,1.92
13:54,1.10
13:55,0.00
13:56,1.10
13:57,1.41
13:58,1.75
13:59,3.43
14:00,5.78
14:01,5.31
14:02,3.37
14:03,2.44
14:04,2.20
14:05,3.59
14:06,5.24
14:07,3.99
14:08,0.00
14:09,0
14:10,0
14:11,0
14:12,0
14:13,0
14:14,0
14:15,0
14:16,0
14:17,0
14:18,0
14:19,0
14:20,0
14:21,0
14:22,0
14:23,0
14:24,0
14:25,0
14:26,0
14:27,0
14:28,0
14:29,0
14:30,0
14:31,0.00
14:32,1.45
14:33,2.27
14:34,0
14:35,0
14:36,0
14:37,0
14:38,0
14:39,0
14:40,0
14:41,0
14:42,0
14:43,0
14:44,0
14:45,0
14:46,0
14:47,0
14:48,0
14:49,0
14:50,0
14:51,0
14:52,0
14:53,0
14:54,0
14:55,0
14:56,0
14:57,0
14:58,0
14:59,0
15:00,0
15:01,0
15:02,0
15:03,0
15:04,0
15:05,0
15:06,0
15:07,0
15:08,0
15:09,0
15:10,0
15:11,0
15:12,0
15:13,0
15:14,0
15:15,0
15:16,0
15:17,0
15:18,0
15:19,0
15:20,0
15:21,0
15:22,0
15:23,3.52
15:24,0.00
15:25,0
15:26,0
15:27,0
15:28,0
15:29,0
15:30,0
15:31,0
15:32,0
15:33,0
15:34,0
15:35,0
15:36,0
15:37,0
15:38,0
15:39,0
15:40,0
15:41,0
15:42,0
15:43,0
15:44,0
15:45,1.44
15:46,0.00
15:47,1.00
15:48,2.42
15:49,1.42
15:50,1.90
15:51,1.38
15:52,2.91
15:53,4.23
15:54,5.50
15:55,4.78
15:56,2.74
15:57,2.73
15:58,4.57
15:59,4.66
16:00,6.19
16:01,3.60
16:02,2.82
16:03,1.35
16:04,1.86
16:05,5.94
16:06,3.17
16:07,1.89
16:08,1.75
16:09,1.38
16:10,1.80
16:11,2.24
16:12,4.02
16:13,5.05
16:14,4.63
16:15,7.11
16:16,8.29
16:17,7.76
16:18,8.57
16:19,6.42
16:20,5.33
16:21,1.89
16:22,1.37
16:23,1.79
16:24,1.37
16:25,1.87
16:26,1.95
16:27,0.46
16:28,2.33
16:29,4.39
16:30,3.38
16:31,0.52
16:32,0.00
16:33,0.98
16:34,1.91
16:35,7.58
16:36,6.57
16:37,7.01
16:38,7.96
16:39,10.10
16:40,7.98
16:41,6.80
16:42,7.18
16:43,6.28
16:44,3.70
16:45,0.89
16:46,0.92
16:47,1.87
16:48,1.38
16:49,2.80
16:50,3.64
16:51,8.92
16:52,9.00
16:53,6.25
16:54,5.26
16:55,1.47
16:56,3.35
16:57,3.85
16:58,3.95
16:59,0.20
17:00,2.42
17:01,5.42
17:02,5.50
17:03,3.24
17:04,0.96
17:05,1.52
17:06,1.43
17:07,2.02
17:08,0.97
17:09,1.96
17:10,0.93
17:11,1.94
17:12,3.57
17:13,0.47
17:14,0.00
17:15,1.91
17:16,1.52
